-90	-38.32	-38.32	-38.32	-8.3199999986964	-8.31999999927556
-89	-30.66	-35.25	-29.36	-4.1360661746521	-5.85464798668333
-88	-25.15	-29.27	-23.73	-0.433977181671091	-3.41465019636712
-87	-22.11	-25.8	-20.56	2.87018897959388	-1.00084222020487
-86	-20.07	-23.35	-18.39	5.84307905954589	1.38603584678175
-85	-18.55	-21.46	-16.76	8.53836188427255	3.74531553166995
-84	-17.37	-19.92	-15.45	10.9996791860195	6.07623286540509
-83	-16.41	-18.63	-14.37	13.2627465180905	8.37826261926212
-82	-15.6	-17.53	-13.45	15.3571676813524	10.6506885722523
-81	-14.91	-16.56	-12.65	17.3077239220148	12.8929854956507
-80	-14.32	-15.69	-11.94	19.1351379006843	15.104675908798
-79	-13.79	-14.92	-11.31	20.8568854094857	17.2852345829692
-78	-13.31	-14.22	-10.73	22.4879593411159	19.4341840375052
-77	-12.89	-13.58	-10.21	24.0410606811082	21.5511422878786
-76	-12.5	-13	-9.73	25.527028240425	23.6357750976282
-75	-12.14	-12.46	-9.28	26.9553161361175	25.6877004822264
-74	-11.81	-11.96	-8.87	28.3339937913251	27.706631953278
-73	-11.49	-11.49	-8.48	29.6700801717372	29.6922830223873
-72	-11.2	-11.05	-8.12	30.9696392817249	31.6444626972907
-71	-10.93	-10.65	-7.77	32.2379711566047	33.5630277337906
-70	-10.66	-10.27	-7.45	33.4796118626384	35.4477393915572
-69	-10.42	-9.91	-7.14	34.6985722373629	37.2985021744588
-68	-10.18	-9.57	-6.85	35.8983378895898	39.1152683344295
-67	-9.95	-9.25	-6.57	37.08182145134	40.8977513830737
-66	-9.73	-8.94	-6.31	38.2516490662387	42.646285556853
-65	-9.51	-8.66	-6.05	39.410017145318	44.3609186038331
-64	-9.31	-8.38	-5.81	40.5587401150827	46.041173043355
-63	-9.11	-8.12	-5.58	41.6999188904328	47.6880038367369
-62	-8.91	-7.88	-5.35	42.834412936555	49.3004560226606
-61	-8.72	-7.64	-5.14	43.9636546954267	50.8790070817851
-60	-8.54	-7.42	-4.93	45.0881216477069	52.4241344947697
-59	-8.36	-7.2	-4.73	46.2092462353731	53.9353607809552
-58	-8.18	-7	-4.54	47.3270284584253	55.4136409016599
-57	-8.01	-6.81	-4.35	48.4424232781818	56.8589748568837
-56	-7.84	-6.62	-4.18	49.5549532139834	58.2708851659676
-55	-7.67	-6.44	-4	50.6660507078076	59.650804270889
-54	-7.51	-6.27	-3.84	51.7747607983361	60.9977772103295
-53	-7.35	-6.11	-3.68	52.8810834855689	62.3127589456075
-52	-7.2	-5.95	-3.52	53.985018769506	63.595749476723
-51	-7.05	-5.8	-3.37	55.0865666501474	64.847226284335
-50	-6.9	-5.66	-3.22	56.185727127493	66.0676668491028
-49	-6.75	-5.52	-3.08	57.2810677595656	67.2565936903673
-48	-6.61	-5.39	-2.94	58.3730660270241	68.4154392501057
-47	-6.47	-5.26	-2.81	59.4607669685503	69.5437260476591
-46	-6.33	-5.14	-2.68	60.5436931034851	70.6419315636864
-45	-6.19	-5.02	-2.56	61.6213669511694	71.7110107595061
-44	-6.06	-4.91	-2.44	62.6933110309439	72.7500086737998
-43	-5.93	-4.8	-2.32	63.7580929008314	73.7608352292041
-42	-5.81	-4.7	-2.21	64.8157125608316	74.7425354644008
-41	-5.68	-4.6	-2.1	65.8647375689673	75.696064340708
-40	-5.56	-4.51	-1.99	66.9051679252385	76.6214218581259
-39	-5.44	-4.41	-1.89	67.9350937070085	77.5195629779726
-38	-5.33	-4.33	-1.79	68.9549923949365	78.3900102195891
-37	-5.21	-4.24	-1.69	69.962954066386	79.2337185442936
-36	-5.11	-4.16	-1.6	70.9585012406978	80.0506879520862
-35	-5	-4.08	-1.51	71.9406789565536	80.841873404285
-34	-4.89	-4.01	-1.42	72.9085322526351	81.606797420231
-33	-4.79	-3.94	-1.33	73.861106167624	82.3459374805834
-32	-4.69	-3.87	-1.25	74.7979232208613	83.0597710660012
-31	-4.6	-3.81	-1.17	75.7170734897103	83.7482981764844
-30	-4.51	-3.74	-1.1	76.618556974171	84.4124737733514
-29	-4.42	-3.68	-1.02	77.5014187129252	85.051820375943
-28	-4.33	-3.63	-0.95	78.3637487833363	85.6672929455774
-27	-4.25	-3.57	-0.890000000000001	79.2060246660633	86.2588914822548
-26	-4.16	-3.52	-0.82	80.0263364384699	86.826615985975
-25	-4.09	-3.47	-0.760000000000001	80.8237291392376	87.3704664567382
-24	-4.01	-3.42	-0.7	81.5982027683665	87.8918753365216
-23	-3.94	-3.38	-0.640000000000001	82.3483248838791	88.389887664007
-22	-3.87	-3.34	-0.58	83.0731405244571	88.8649809198537
-21	-3.8	-3.3	-0.53	83.7721722094415	89.3176325847206
-20	-3.74	-3.26	-0.48	84.4444649775139	89.748320139267
-19	-3.68	-3.22	-0.430000000000001	85.0890638673561	90.1565661028337
-18	-3.62	-3.19	-0.390000000000001	85.7054913983088	90.5428479560798
-17	-3.57	-3.16	-0.350000000000001	86.2927926090539	90.9071656990054
-16	-3.52	-3.13	-0.310000000000001	86.8504900189322	91.2499968122696
-15	-3.47	-3.1	-0.27	87.3781061472845	91.5713412958724
-14	-3.43	-3.07	-0.23	87.8742085521333	91.8711991498138
-13	-3.38	-3.05	-0.200000000000001	88.339274714138	92.1495703740938
-12	-3.34	-3.03	-0.17	88.7718721913209	92.4074099300307
-11	-3.31	-3	-0.140000000000001	89.1720009836822	92.6437628563061
-10	-3.28	-2.99	-0.120000000000001	89.5391836105626	92.8595841142385
